Customer_ID,Model_Code,Model_Name,Manufacturer,Release_Date,Activation_Date,Months_in_Use,Launch_Price,Network_Type,OS_Version,Storage_Capacity_GB,Battery_Health_Pct,Display_Size_Inch,RAM_GB,Processor,Camera_MP,Wireless_Charging,Biometric_Type,Remaining_Installment,Avg_Data_Usage_GB,Peak_Usage_Time,Wi_Fi_Ratio_Pct,Roaming_Count_1Yr,Tethering_Usage_GB,Top_App_Category,Connected_Devices_Count,Brand_Loyalty_Score,Avg_Replacement_Cycle_Months,Preferred_Channel,Subsidy_Type,Device_Insurance,Trade_in_Program,Bundling_Status,Repair_History_Count
CUST_0018,23127PN0CG,Xiaomi 14,Xiaomi,2025-04-18,2025-08-16,8,900000,5G,Android 14,512,93.5,6.1,8,A17 Pro,200,Yes,Face ID,600000,19.0,13:00,90,4,3.89,Finance,3,8,30,Online Shop,Device Subsidy,Yes,Yes,Family,1
CUST_0019,A2894,iPhone 14,Apple,2022-12-01,2023-07-26,33,1000000,5G,iOS 17,128,80.5,6.7,8,A17 Pro,200,No,Both,0,48.36,14:00,30,5,17.23,Business,2,4,44,Agency,Selective Contract,No,Yes,Family,3
CUST_0020,SM-A546,Galaxy A54,Samsung,2024-03-20,2024-07-18,21,590000,5G,Android 14,512,86.4,6.1,12,Snapdragon Gen 3,50,Yes,Fingerprint,73750,18.15,13:00,62,2,10.85,Business,0,4,44,Direct Store,Selective Contract,Yes,No,Family,0
CUST_0021,23127PN0CG,Xiaomi 14,Xiaomi,2023-08-20,2024-03-21,25,900000,5G,Android 14,256,84.9,6.1,12,A17 Pro,108,No,Both,275000,46.4,05:00,69,1,19.61,Shopping,0,7,36,Agency,Device Subsidy,Yes,No,Single,3
CUST_0022,A3102,iPhone 15,Apple,2024-05-12,2024-11-22,17,1250000,5G,iOS 17,512,88.1,6.7,8,A17 Pro,200,No,Fingerprint,659722,37.06,15:00,12,5,10.79,Video,1,2,42,Agency,Device Subsidy,Yes,Yes,Single,0
CUST_0023,A3102,iPhone 15,Apple,2025-02-10,2025-10-10,6,1250000,5G,iOS 17,128,96.8,6.7,8,A17 Pro,50,Yes,Fingerprint,937500,49.18,09:00,23,4,0.51,Video,3,7,48,Agency,Device Subsidy,Yes,Yes,Single,2
CUST_0024,SM-A546,Galaxy A54,Samsung,2025-08-03,2026-01-27,3,590000,5G,Android 14,1024,99.2,6.7,8,Snapdragon Gen 3,200,No,Fingerprint,516250,53.07,13:00,56,5,17.83,Business,1,7,23,Agency,Selective Contract,No,No,Family,4
CUST_0025,23127PN0CG,Xiaomi 14,Xiaomi,2024-06-11,2024-07-25,21,900000,5G,Android 14,512,89.7,6.8,16,A17 Pro,200,No,Fingerprint,112500,76.3,15:00,51,1,9.75,Video,2,6,26,Agency,Selective Contract,Yes,Yes,Single,1
CUST_0026,G82U8,Pixel 8,Google,2022-09-15,2023-01-16,39,850000,5G,Android 14,1024,77.5,6.1,8,A17 Pro,108,Yes,Face ID,0,47.58,22:00,41,2,13.28,Video,3,9,34,Direct Store,Selective Contract,No,No,Internet+TV,3
CUST_0027,23127PN0CG,Xiaomi 14,Xiaomi,2024-05-30,2024-09-25,19,900000,5G,Android 14,128,89.9,6.8,16,A17 Pro,50,Yes,Fingerprint,425000,16.36,23:00,71,2,14.49,Shopping,2,2,44,Online Shop,Selective Contract,Yes,No,Single,2
CUST_0028,SM-A546,Galaxy A54,Samsung,2022-10-29,2023-01-01,39,590000,5G,Android 14,512,75.0,6.8,8,Snapdragon Gen 3,200,Yes,Fingerprint,0,57.57,18:00,46,3,9.57,Video,1,1,26,Direct Store,Device Subsidy,Yes,No,Family,0
CUST_0029,SM-S921,Galaxy S24,Samsung,2024-12-25,2025-10-09,6,1150000,5G,Android 14,512,93.9,6.7,16,Snapdragon Gen 3,50,No,Face ID,862500,16.25,14:00,48,4,19.8,Video,0,10,48,Agency,Device Subsidy,Yes,Yes,Family,0
CUST_0030,A3102,iPhone 15,Apple,2024-11-05,2025-08-14,8,1250000,5G,iOS 17,128,93.1,6.8,8,A17 Pro,108,Yes,Fingerprint,972222,47.8,09:00,46,5,17.19,Game,1,5,43,Agency,Device Subsidy,No,Yes,Internet+TV,1
CUST_0031,A3106,iPhone 15 Pro,Apple,2025-01-08,2025-02-13,14,1550000,5G,iOS 17,128,89.6,6.8,8,A17 Pro,200,Yes,Face ID,947222,61.53,22:00,48,5,8.05,Video,3,8,20,Agency,Device Subsidy,No,No,Internet+TV,2
CUST_0032,SM-S921,Galaxy S24,Samsung,2024-07-15,2025-06-25,10,1150000,5G,Android 14,128,97.0,6.1,12,Snapdragon Gen 3,200,No,Fingerprint,830555,59.74,18:00,65,5,16.28,Game,3,6,31,Direct Store,Selective Contract,Yes,Yes,Family,3
CUST_0033,G82U8,Pixel 8,Google,2023-07-29,2024-05-05,23,850000,5G,Android 14,128,85.9,6.1,12,A17 Pro,48,No,Face ID,306944,28.98,01:00,34,4,7.24,Business,3,1,24,Direct Store,Device Subsidy,No,No,Internet+TV,3
CUST_0034,SM-S921,Galaxy S24,Samsung,2022-05-29,2022-09-28,43,1150000,5G,Android 14,256,75.0,6.1,8,Snapdragon Gen 3,48,No,Fingerprint,0,57.46,20:00,29,3,18.65,Video,2,7,44,Direct Store,Selective Contract,Yes,No,Internet+TV,1
CUST_0035,G82U8,Pixel 8,Google,2022-06-17,2023-03-04,37,850000,5G,Android 14,256,80.0,6.7,12,A17 Pro,108,Yes,Face ID,0,78.4,23:00,48,4,11.6,Finance,3,3,32,Agency,Selective Contract,No,No,Internet+TV,4
CUST_0036,G82U8,Pixel 8,Google,2024-01-06,2024-04-11,24,850000,5G,Android 14,256,86.0,6.7,8,A17 Pro,108,No,Both,0,86.32,12:00,59,5,15.85,Finance,1,8,48,Online Shop,Device Subsidy,No,Yes,Family,0
CUST_0037,G82U8,Pixel 8,Google,2025-01-04,2025-08-01,8,850000,5G,Android 14,256,92.6,6.8,12,A17 Pro,48,No,Both,661111,37.16,17:00,58,2,12.54,Business,0,10,20,Online Shop,Selective Contract,Yes,Yes,Family,0
CUST_0038,SM-S928,Galaxy S24 Ultra,Samsung,2024-11-20,2025-11-10,5,1690000,5G,Android 14,512,99.4,6.1,12,Snapdragon Gen 3,108,No,Face ID,1337916,35.82,04:00,41,4,8.24,Finance,1,3,23,Online Shop,Selective Contract,Yes,No,Internet+TV,1
CUST_0039,A3106,iPhone 15 Pro,Apple,2024-05-24,2025-01-14,15,1550000,5G,iOS 17,512,92.0,6.8,6,A17 Pro,48,No,Face ID,904166,90.61,18:00,48,5,19.24,Finance,2,8,45,Direct Store,Device Subsidy,No,No,Single,1
CUST_0040,G82U8,Pixel 8,Google,2022-08-06,2023-01-04,39,850000,5G,Android 14,512,75.0,6.8,16,A17 Pro,48,No,Face ID,0,31.08,07:00,87,2,4.38,SNS,2,3,38,Online Shop,Device Subsidy,No,No,Single,4
CUST_0041,23127PN0CG,Xiaomi 14,Xiaomi,2025-04-25,2025-09-23,7,900000,5G,Android 14,512,97.3,6.8,12,A17 Pro,108,Yes,Face ID,637499,24.08,15:00,47,5,17.41,Game,3,2,22,Online Shop,Selective Contract,No,Yes,Family,0
CUST_0042,23127PN0CG,Xiaomi 14,Xiaomi,2023-04-09,2023-10-14,30,900000,5G,Android 14,512,82.5,6.1,12,A17 Pro,48,No,Both,149999,15.29,07:00,18,5,16.48,Finance,2,7,21,Online Shop,Device Subsidy,Yes,No,Family,0
CUST_0043,SM-S921,Galaxy S24,Samsung,2022-10-22,2022-12-30,40,1150000,5G,Android 14,1024,75.7,6.8,8,Snapdragon Gen 3,200,Yes,Face ID,0,60.8,19:00,62,2,0.65,Video,1,8,32,Online Shop,Selective Contract,Yes,No,Internet+TV,2
CUST_0044,SM-S928,Galaxy S24 Ultra,Samsung,2024-04-09,2024-07-15,21,1690000,5G,Android 14,128,90.1,6.1,16,Snapdragon Gen 3,48,Yes,Face ID,704166,13.71,07:00,26,4,4.1,Shopping,1,10,24,Online Shop,Selective Contract,Yes,Yes,Family,1
CUST_0045,A2894,iPhone 14,Apple,2024-05-31,2024-08-28,20,1000000,5G,iOS 17,128,89.0,6.7,6,A17 Pro,108,Yes,Fingerprint,166666,17.52,08:00,16,1,14.83,Shopping,0,2,33,Direct Store,Selective Contract,Yes,No,Internet+TV,1
CUST_0046,SM-A546,Galaxy A54,Samsung,2022-11-24,2023-04-27,36,590000,5G,Android 14,1024,79.3,6.7,12,Snapdragon Gen 3,200,Yes,Face ID,0,10.78,22:00,66,0,17.99,Video,1,2,22,Direct Store,Selective Contract,No,No,Family,4
CUST_0047,G82U8,Pixel 8,Google,2025-03-06,2026-02-04,2,850000,5G,Android 14,256,98.4,6.7,12,A17 Pro,200,Yes,Face ID,779166,44.31,13:00,50,5,5.1,SNS,3,2,20,Online Shop,Device Subsidy,No,Yes,Internet+TV,2
CUST_0048,A2894,iPhone 14,Apple,2025-06-26,2026-04-22,0,1000000,5G,iOS 17,512,101.0,6.8,8,A17 Pro,48,No,Both,1000000,38.59,09:00,55,0,11.56,SNS,1,8,25,Online Shop,Selective Contract,No,Yes,Family,4
CUST_0049,A3106,iPhone 15 Pro,Apple,2022-09-04,2023-07-19,33,1550000,5G,iOS 17,128,80.9,6.7,8,A17 Pro,108,No,Fingerprint,129166,7.75,05:00,28,4,13.15,Game,1,1,20,Agency,Device Subsidy,No,No,Family,2
CUST_0050,A3106,iPhone 15 Pro,Apple,2024-01-27,2024-07-11,21,1550000,5G,iOS 17,128,89.7,6.8,6,A17 Pro,48,No,Face ID,193750,19.95,21:00,64,3,12.14,Business,2,4,42,Agency,Device Subsidy,No,No,Single,2
CUST_0051,G82U8,Pixel 8,Google,2025-07-25,2025-11-14,5,850000,5G,Android 14,1024,99.9,6.7,8,A17 Pro,50,No,Face ID,672916,5.73,10:00,25,0,9.95,Business,1,3,30,Agency,Device Subsidy,No,Yes,Family,0
CUST_0052,G82U8,Pixel 8,Google,2023-03-30,2023-05-08,35,850000,5G,Android 14,512,79.5,6.7,12,A17 Pro,48,No,Fingerprint,23611,72.4,10:00,31,4,9.2,Finance,2,2,31,Online Shop,Device Subsidy,No,No,Internet+TV,0
CUST_0053,G82U8,Pixel 8,Google,2023-12-01,2024-03-23,25,850000,5G,Android 14,512,86.7,6.1,16,A17 Pro,50,No,Face ID,0,53.5,23:00,28,1,2.06,Video,1,3,37,Online Shop,Device Subsidy,Yes,No,Family,4
CUST_0054,G82U8,Pixel 8,Google,2024-01-18,2024-04-04,24,850000,5G,Android 14,1024,83.0,6.7,16,A17 Pro,48,No,Both,283333,64.98,02:00,49,3,9.04,Game,2,5,20,Agency,Device Subsidy,No,No,Internet+TV,4
CUST_0055,SM-S928,Galaxy S24 Ultra,Samsung,2022-08-13,2023-07-12,33,1690000,5G,Android 14,256,79.1,6.1,12,Snapdragon Gen 3,48,No,Both,140833,52.63,02:00,74,5,3.45,SNS,3,8,34,Agency,Device Subsidy,No,No,Family,3
CUST_0056,G82U8,Pixel 8,Google,2022-06-20,2022-07-16,45,850000,5G,Android 14,512,75.0,6.7,12,A17 Pro,108,Yes,Face ID,0,58.01,02:00,84,5,2.83,Video,2,7,22,Agency,Device Subsidy,No,No,Internet+TV,2
CUST_0057,A2894,iPhone 14,Apple,2022-11-13,2022-12-30,40,1000000,5G,iOS 17,1024,76.1,6.1,6,A17 Pro,108,No,Fingerprint,0,39.45,07:00,27,1,1.54,Game,0,6,46,Agency,Device Subsidy,No,Yes,Single,1
CUST_0058,A2894,iPhone 14,Apple,2023-05-14,2023-06-05,34,1000000,5G,iOS 17,1024,78.8,6.8,8,A17 Pro,200,Yes,Both,0,97.11,07:00,49,3,18.08,SNS,2,10,32,Direct Store,Selective Contract,No,No,Single,1
CUST_0059,A3106,iPhone 15 Pro,Apple,2025-07-12,2026-04-08,0,1550000,5G,iOS 17,512,100.3,6.8,6,A17 Pro,108,Yes,Fingerprint,1550000,72.58,08:00,67,4,2.95,Business,0,4,44,Direct Store,Selective Contract,Yes,No,Single,3
CUST_0060,23127PN0CG,Xiaomi 14,Xiaomi,2023-08-28,2023-10-08,30,900000,5G,Android 14,512,80.3,6.8,16,A17 Pro,108,Yes,Fingerprint,149999,93.43,01:00,46,3,13.92,SNS,3,8,37,Online Shop,Device Subsidy,Yes,No,Single,1
CUST_0061,G82U8,Pixel 8,Google,2024-03-15,2024-07-14,21,850000,5G,Android 14,512,85.1,6.8,12,A17 Pro,48,Yes,Face ID,106250,44.88,19:00,78,0,12.64,Shopping,1,3,27,Direct Store,Device Subsidy,No,Yes,Internet+TV,3
CUST_0062,A2894,iPhone 14,Apple,2025-05-04,2026-01-27,3,1000000,5G,iOS 17,512,95.6,6.7,6,A17 Pro,200,No,Face ID,875000,42.09,23:00,12,2,15.77,Video,1,2,42,Agency,Selective Contract,Yes,Yes,Family,4
CUST_0063,23127PN0CG,Xiaomi 14,Xiaomi,2023-03-20,2024-03-10,25,900000,5G,Android 14,1024,85.8,6.7,8,A17 Pro,108,Yes,Fingerprint,0,10.99,06:00,15,2,18.67,Shopping,3,9,33,Direct Store,Device Subsidy,Yes,No,Family,0
CUST_0064,23127PN0CG,Xiaomi 14,Xiaomi,2025-02-14,2025-08-21,8,900000,5G,Android 14,1024,97.5,6.7,12,A17 Pro,50,No,Both,700000,89.99,15:00,57,4,5.33,Game,3,2,31,Agency,Device Subsidy,No,No,Single,0
CUST_0065,23127PN0CG,Xiaomi 14,Xiaomi,2024-02-07,2024-09-22,19,900000,5G,Android 14,1024,86.6,6.1,16,A17 Pro,108,No,Face ID,425000,38.4,20:00,17,0,13.42,Business,2,9,43,Agency,Device Subsidy,Yes,Yes,Internet+TV,3
CUST_0066,SM-S921,Galaxy S24,Samsung,2025-06-11,2025-10-09,6,1150000,5G,Android 14,512,95.6,6.8,12,Snapdragon Gen 3,108,No,Face ID,862500,62.48,02:00,83,1,10.59,Business,2,5,25,Online Shop,Device Subsidy,Yes,No,Internet+TV,3
CUST_0067,SM-S928,Galaxy S24 Ultra,Samsung,2024-05-11,2025-05-06,11,1690000,5G,Android 14,1024,91.7,6.7,8,Snapdragon Gen 3,48,Yes,Fingerprint,1173611,70.93,14:00,32,5,8.9,Game,2,6,40,Online Shop,Selective Contract,No,Yes,Internet+TV,1
CUST_0068,23127PN0CG,Xiaomi 14,Xiaomi,2025-02-20,2025-06-02,10,900000,5G,Android 14,256,92.4,6.8,16,A17 Pro,108,No,Both,650000,7.5,04:00,88,0,1.31,Business,3,9,31,Direct Store,Device Subsidy,Yes,No,Internet+TV,0
CUST_0069,G82U8,Pixel 8,Google,2022-12-02,2023-05-27,35,850000,5G,Android 14,256,81.3,6.1,12,A17 Pro,48,Yes,Both,0,77.94,04:00,48,1,3.24,Finance,1,6,48,Agency,Selective Contract,Yes,No,Single,4
CUST_0070,23127PN0CG,Xiaomi 14,Xiaomi,2022-04-25,2022-09-27,43,900000,5G,Android 14,128,75.0,6.8,8,A17 Pro,50,No,Both,0,61.22,01:00,13,0,0.91,Finance,2,4,42,Agency,Selective Contract,Yes,No,Internet+TV,4
CUST_0071,23127PN0CG,Xiaomi 14,Xiaomi,2023-02-10,2023-06-15,34,900000,5G,Android 14,1024,78.4,6.1,12,A17 Pro,200,No,Face ID,0,70.42,06:00,53,4,2.87,Finance,2,6,30,Online Shop,Selective Contract,Yes,No,Single,3
CUST_0072,SM-S928,Galaxy S24 Ultra,Samsung,2023-04-20,2023-08-24,32,1690000,5G,Android 14,256,78.4,6.8,12,Snapdragon Gen 3,50,Yes,Face ID,187777,94.81,18:00,50,1,15.26,Business,3,8,46,Direct Store,Selective Contract,Yes,Yes,Family,4
CUST_0073,G82U8,Pixel 8,Google,2024-08-12,2025-06-06,10,850000,5G,Android 14,512,91.3,6.8,16,A17 Pro,200,No,Both,613888,52.01,00:00,23,3,2.68,Video,2,7,29,Online Shop,Selective Contract,Yes,Yes,Family,4
CUST_0074,23127PN0CG,Xiaomi 14,Xiaomi,2023-08-27,2024-05-11,23,900000,5G,Android 14,1024,87.8,6.8,16,A17 Pro,48,Yes,Fingerprint,325000,83.4,12:00,57,2,11.16,Video,1,4,37,Agency,Selective Contract,Yes,Yes,Single,1
CUST_0075,23127PN0CG,Xiaomi 14,Xiaomi,2022-11-28,2023-07-19,33,900000,5G,Android 14,256,80.8,6.8,12,A17 Pro,50,No,Both,0,36.16,23:00,48,4,6.73,Shopping,3,10,27,Direct Store,Device Subsidy,No,No,Internet+TV,0
CUST_0076,G82U8,Pixel 8,Google,2025-09-02,2026-04-08,0,850000,5G,Android 14,512,102.8,6.8,12,A17 Pro,50,No,Fingerprint,850000,73.53,21:00,41,0,11.45,Finance,0,4,18,Direct Store,Selective Contract,No,Yes,Family,1
CUST_0077,G82U8,Pixel 8,Google,2025-06-21,2026-04-19,0,850000,5G,Android 14,256,100.4,6.7,8,A17 Pro,200,No,Both,850000,54.92,11:00,43,4,9.68,SNS,2,9,27,Online Shop,Selective Contract,No,Yes,Internet+TV,3
CUST_0078,23127PN0CG,Xiaomi 14,Xiaomi,2023-11-12,2024-08-24,20,900000,5G,Android 14,512,86.7,6.7,12,A17 Pro,50,No,Fingerprint,400000,90.1,09:00,20,2,18.48,Finance,2,8,24,Online Shop,Selective Contract,No,Yes,Single,4
CUST_0079,A3102,iPhone 15,Apple,2025-07-15,2026-03-26,1,1250000,5G,iOS 17,256,100.2,6.7,8,A17 Pro,48,Yes,Fingerprint,1197916,14.52,17:00,30,3,13.06,Business,3,4,42,Direct Store,Selective Contract,No,Yes,Single,4
CUST_0080,A2894,iPhone 14,Apple,2025-08-11,2025-11-08,5,1000000,5G,iOS 17,1024,99.3,6.1,8,A17 Pro,200,Yes,Both,791666,93.72,09:00,14,0,5.97,Shopping,0,6,27,Direct Store,Selective Contract,Yes,No,Family,1
CUST_0081,SM-S928,Galaxy S24 Ultra,Samsung,2024-11-28,2025-07-20,9,1690000,5G,Android 14,512,95.9,6.7,16,Snapdragon Gen 3,50,Yes,Both,1056250,74.98,20:00,61,3,10.31,Game,3,2,23,Online Shop,Selective Contract,No,Yes,Single,2
CUST_0082,G82U8,Pixel 8,Google,2023-04-26,2023-09-09,31,850000,5G,Android 14,512,80.2,6.7,16,A17 Pro,50,Yes,Both,0,29.85,03:00,69,2,3.19,Finance,2,2,38,Direct Store,Selective Contract,Yes,Yes,Single,3
CUST_0083,A3106,iPhone 15 Pro,Apple,2022-06-04,2022-12-12,40,1550000,5G,iOS 17,1024,77.2,6.8,6,A17 Pro,50,Yes,Both,0,76.95,14:00,77,5,7.24,Shopping,0,1,44,Agency,Device Subsidy,Yes,Yes,Family,4
CUST_0084,G82U8,Pixel 8,Google,2024-09-01,2025-06-26,10,850000,5G,Android 14,1024,91.5,6.7,8,A17 Pro,200,No,Both,613888,81.83,01:00,81,3,13.46,Video,0,7,26,Online Shop,Device Subsidy,Yes,Yes,Family,2
CUST_0085,SM-A546,Galaxy A54,Samsung,2025-06-25,2025-07-30,9,590000,5G,Android 14,1024,91.8,6.1,16,Snapdragon Gen 3,200,No,Face ID,442500,22.1,14:00,58,3,1.6,Finance,1,6,21,Online Shop,Selective Contract,Yes,Yes,Single,0
CUST_0086,23127PN0CG,Xiaomi 14,Xiaomi,2022-10-07,2023-05-12,35,900000,5G,Android 14,1024,80.9,6.1,12,A17 Pro,50,Yes,Fingerprint,0,48.76,21:00,63,4,15.32,Game,1,4,20,Online Shop,Device Subsidy,No,Yes,Single,0
CUST_0087,G82U8,Pixel 8,Google,2024-07-04,2025-04-06,12,850000,5G,Android 14,256,94.3,6.7,8,A17 Pro,108,No,Fingerprint,425000,18.31,09:00,28,5,10.43,Business,2,5,19,Agency,Device Subsidy,No,No,Single,2
CUST_0088,G82U8,Pixel 8,Google,2023-06-27,2024-01-22,27,850000,5G,Android 14,256,82.6,6.7,8,A17 Pro,50,No,Both,0,76.67,04:00,69,0,11.25,Business,1,7,25,Direct Store,Device Subsidy,No,Yes,Family,2
CUST_0089,SM-A546,Galaxy A54,Samsung,2024-10-01,2024-10-27,18,590000,5G,Android 14,512,88.5,6.1,16,Snapdragon Gen 3,50,No,Fingerprint,147500,87.99,10:00,48,0,4.24,SNS,0,8,47,Online Shop,Device Subsidy,No,Yes,Internet+TV,2
CUST_0090,23127PN0CG,Xiaomi 14,Xiaomi,2023-03-17,2023-12-15,28,900000,5G,Android 14,512,82.1,6.7,12,A17 Pro,48,No,Face ID,200000,53.72,06:00,57,2,8.28,Shopping,1,3,18,Direct Store,Selective Contract,No,Yes,Single,2
CUST_0091,A3106,iPhone 15 Pro,Apple,2022-08-17,2022-12-20,40,1550000,5G,iOS 17,1024,76.3,6.7,8,A17 Pro,200,Yes,Both,0,29.45,11:00,31,1,14.41,Business,1,9,38,Online Shop,Device Subsidy,Yes,Yes,Single,3
CUST_0092,A2894,iPhone 14,Apple,2024-07-10,2024-08-13,20,1000000,5G,iOS 17,256,85.1,6.8,8,A17 Pro,200,Yes,Fingerprint,444444,40.45,17:00,80,3,0.24,Shopping,2,9,27,Online Shop,Selective Contract,Yes,Yes,Single,4
CUST_0093,A3102,iPhone 15,Apple,2024-09-28,2025-08-11,8,1250000,5G,iOS 17,512,97.1,6.1,8,A17 Pro,200,No,Both,972222,80.52,07:00,38,2,13.68,Game,0,2,30,Direct Store,Selective Contract,No,Yes,Internet+TV,0
CUST_0094,A3102,iPhone 15,Apple,2023-01-07,2023-08-17,32,1250000,5G,iOS 17,512,81.2,6.1,6,A17 Pro,50,No,Face ID,0,90.01,01:00,19,5,18.51,Shopping,0,3,47,Direct Store,Device Subsidy,Yes,Yes,Internet+TV,3
CUST_0095,SM-S928,Galaxy S24 Ultra,Samsung,2024-11-28,2025-09-12,7,1690000,5G,Android 14,256,96.2,6.8,12,Snapdragon Gen 3,200,Yes,Both,1361388,69.32,23:00,20,4,14.91,Video,0,2,31,Online Shop,Device Subsidy,No,No,Family,0
CUST_0096,23127PN0CG,Xiaomi 14,Xiaomi,2023-01-26,2023-05-22,35,900000,5G,Android 14,512,79.3,6.8,16,A17 Pro,200,Yes,Both,25000,46.03,09:00,41,5,1.47,Video,1,7,40,Agency,Device Subsidy,No,No,Family,0
